,west,east,south,north,central,national
2405,[45.91160583496094],[46.53032302856445],[52.07516098022461],[51.54735565185547],[52.17426681518555],[47.2484130859375]
2406,[48.096492767333984],[48.56916427612305],[52.07516098022461],[52.53242111206055],[52.17426681518555],[47.1763801574707]
2407,[49.09500503540039],[50.59015655517578],[52.07516098022461],[52.22236633300781],[52.17426681518555],[48.3057746887207]
2408,[52.17416763305664],[52.56071472167969],[53.22309112548828],[53.242305755615234],[53.309268951416016],[51.7891731262207]
2409,[52.04783630371094],[52.45185470581055],[54.34001922607422],[54.288387298583984],[54.3970947265625],[51.60372543334961]
2410,[52.99457931518555],[52.2180061340332],[55.4266357421875],[54.164085388183594],[55.433162689208984],[53.712276458740234]
2411,[52.85349655151367],[53.2299919128418],[56.4113883972168],[55.18168640136719],[56.40520095825195],[53.303916931152344]
2412,[53.920501708984375],[53.21729278564453],[56.254207611083984],[55.043426513671875],[56.28952407836914],[54.39107894897461]
2413,[53.847591400146484],[54.26045608520508],[57.262882232666016],[56.15339660644531],[57.27796936035156],[54.1077995300293]
2414,[53.806278228759766],[54.20136642456055],[58.274009704589844],[56.0161018371582],[58.29470443725586],[55.2741584777832]
2415,[54.88338851928711],[55.24498748779297],[58.22111511230469],[57.12648010253906],[58.24466323852539],[55.08816146850586]
2416,[54.842681884765625],[55.186214447021484],[59.22978591918945],[56.989952087402344],[59.233055114746094],[55.01075744628906]
2417,[54.80265426635742],[55.1120491027832],[59.088836669921875],[56.90876007080078],[59.15504455566406],[54.90311813354492]
2418,[54.76641845703125],[55.05068588256836],[59.061058044433594],[56.81745147705078],[59.10336685180664],[53.64122772216797]
2419,[54.76641845703125],[55.05068588256836],[58.94301986694336],[55.641761779785156],[59.02912902832031],[53.7378044128418]
2420,[53.61459732055664],[53.906497955322266],[58.94301986694336],[55.68583679199219],[59.02912902832031],[52.55549240112305]
2421,[53.68336486816406],[53.93693923950195],[58.94301986694336],[55.759010314941406],[59.02912902832031],[52.76081848144531]
2422,[53.732730865478516],[54.006649017333984],[58.94301986694336],[55.84636688232422],[59.02912902832031],[52.84018325805664]
2423,[53.76897430419922],[54.06905746459961],[58.94301986694336],[55.84636688232422],[59.02912902832031],[51.68769454956055]
2424,[52.6131477355957],[54.06905746459961],[57.798072814941406],[55.84636688232422],[57.864688873291016],[51.78378677368164]
2425,[52.685386657714844],[54.06905746459961],[57.81987380981445],[55.84636688232422],[57.90839385986328],[51.862361907958984]
2426,[52.7357063293457],[54.06905746459961],[56.70405197143555],[55.84636688232422],[56.79539108276367],[51.96721267700195]
2427,[52.772621154785156],[52.92680740356445],[56.8406982421875],[54.67203140258789],[56.926753997802734],[51.96721267700195]
2428,[53.89187240600586],[52.95937728881836],[58.015655517578125],[55.89531707763672],[58.125308990478516],[51.96721267700195]
2429,[52.71109390258789],[53.027381896972656],[58.10689163208008],[55.92353820800781],[58.17506408691406],[53.20954895019531]
2430,[53.85306930541992],[53.08803939819336],[58.07917022705078],[54.75618362426758],[58.12273025512695],[53.127445220947266]
2431,[53.812217712402344],[51.947330474853516],[56.818641662597656],[54.718017578125],[56.88279724121094],[51.796817779541016]
2432,[52.660194396972656],[51.982337951660156],[55.70517349243164],[53.62309646606445],[55.74003982543945],[51.78378677368164]
2433,[52.685386657714844],[52.04865646362305],[55.746742248535156],[53.75098419189453],[55.863040924072266],[50.602909088134766]
2434,[52.7357063293457],[50.968048095703125],[54.7463264465332],[53.82207489013672],[54.8326416015625],[50.806724548339844]
2435,[51.61274337768555],[51.00581741333008],[54.881534576416016],[52.73469543457031],[54.96528244018555],[48.35904312133789]
2436,[51.68855285644531],[49.927303314208984],[53.766693115234375],[52.78472900390625],[53.85187911987305],[46.1297721862793]
2437,[51.73978805541992],[48.88728332519531],[53.901451110839844],[52.85489273071289],[53.985443115234375],[47.781925201416016]
2438,[51.77730941772461],[48.999088287353516],[53.92522430419922],[52.939083099365234],[54.049583435058594],[46.77808380126953]
2439,[51.77730941772461],[49.11603546142578],[55.187408447265625],[52.939083099365234],[55.25924301147461],[49.45545196533203]
2440,[51.77730941772461],[51.3856086730957],[55.16033172607422],[52.939083099365234],[55.24009323120117],[51.6694450378418]
2441,[52.90144729614258],[52.46270751953125],[55.132755279541016],[54.12110900878906],[55.18537521362305],[52.72863006591797]
2442,[52.85349655151367],[52.3374137878418],[56.16941833496094],[55.26020431518555],[56.235652923583984],[53.56665802001953]
2443,[53.920501708984375],[53.277130126953125],[57.29047775268555],[55.13676452636719],[57.31865692138672],[54.45656204223633]
2444,[53.847591400146484],[54.32604217529297],[56.09211349487305],[54.96509552001953],[56.13460922241211],[54.21294021606445]
2445,[53.806278228759766],[54.25751495361328],[57.124046325683594],[54.876277923583984],[57.165279388427734],[55.2741584777832]
2446,[54.88338851928711],[55.24498748779297],[57.007911682128906],[54.876277923583984],[57.12305450439453],[55.08816146850586]
2447,[54.842681884765625],[55.186214447021484],[57.09719467163086],[56.06079864501953],[57.142860412597656],[56.256927490234375]
2448,[54.80265426635742],[55.1120491027832],[56.98199462890625],[56.0161018371582],[57.06711196899414],[56.0684700012207]
2449,[54.76641845703125],[55.05068588256836],[56.98199462890625],[55.93638229370117],[57.06711196899414],[55.99020767211914]
2450,[54.76641845703125],[56.178775787353516],[56.98199462890625],[57.03258514404297],[57.06711196899414],[55.88161087036133]
2451,[54.76641845703125],[55.03368377685547],[56.98199462890625],[55.80526351928711],[57.06711196899414],[55.88161087036133]
2452,[54.76641845703125],[54.97861862182617],[56.98199462890625],[55.77046203613281],[57.06711196899414],[55.88161087036133]
2453,[54.76641845703125],[54.9864616394043],[55.83882141113281],[55.759010314941406],[55.90138244628906],[55.88161087036133]
2454,[53.61459732055664],[56.178775787353516],[57.00933074951172],[55.84636688232422],[57.095157623291016],[55.88161087036133]
2455,[54.817562103271484],[56.171810150146484],[57.007911682128906],[57.03258514404297],[57.12305450439453],[57.13557052612305]
2456,[54.80839920043945],[56.09611129760742],[57.09719467163086],[56.989952087402344],[57.142860412597656],[57.048709869384766]
2457,[54.80265426635742],[56.03289031982422],[56.98199462890625],[56.90876007080078],[57.06711196899414],[56.96953582763672]
2458,[54.76641845703125],[56.03289031982422],[56.98199462890625],[56.81745147705078],[57.06711196899414],[56.85995101928711]
2459,[54.76641845703125],[57.163700103759766],[56.98199462890625],[56.81745147705078],[57.06711196899414],[56.85995101928711]
2460,[54.76641845703125],[57.15810012817383],[56.98199462890625],[56.81745147705078],[57.06711196899414],[56.85995101928711]
2461,[55.87602615356445],[57.08083724975586],[56.98199462890625],[56.81745147705078],[57.06711196899414],[56.85995101928711]
2462,[55.83879089355469],[57.01563262939453],[56.981990814208984],[56.81745147705078],[57.06711196899414],[56.859954833984375]
2463,[55.798858642578125],[57.01563262939453],[58.13335037231445],[58.005615234375],[57.06711196899414],[56.859954833984375]
2464,[55.764041900634766],[57.01563262939453],[58.10689163208008],[57.964935302734375],[58.19136047363281],[56.85995101928711]
2465,[55.764041900634766],[57.01563262939453],[58.07917404174805],[57.88219451904297],[58.17506408691406],[56.85995101928711]
2466,[55.764041900634766],[57.01563262939453],[57.962589263916016],[57.78953170776367],[56.9685173034668],[56.85995101928711]
2467,[55.764041900634766],[57.01563262939453],[57.962589263916016],[57.78953170776367],[56.926753997802734],[58.117008209228516]
2468,[56.86933517456055],[57.01563262939453],[57.962589263916016],[57.78953170776367],[58.125308990478516],[56.767581939697266]
2469,[56.83481216430664],[55.866397857666016],[57.962589263916016],[56.61225509643555],[58.17506408691406],[56.77812576293945]
2470,[55.661529541015625],[57.034908294677734],[57.962589263916016],[56.65449523925781],[58.12273025512695],[58.011070251464844]
2471,[56.807621002197266],[57.093379974365234],[57.962589263916016],[56.728843688964844],[58.04776382446289],[58.02880859375]
2472,[56.803409576416016],[57.08083724975586],[59.115325927734375],[58.005615234375],[59.1706657409668],[57.9487190246582]
2473,[56.79619216918945],[57.01563262939453],[59.088836669921875],[57.964935302734375],[59.15504455566406],[57.838138580322266]
2474,[56.762359619140625],[57.01563262939453],[59.061058044433594],[57.88219451904297],[59.10336685180664],[59.098331451416016]
2475,[56.762359619140625],[57.01563262939453],[58.94301986694336],[57.78953170776367],[59.02912902832031],[59.00875473022461]
2476,[56.762359619140625],[57.01563262939453],[58.94301986694336],[57.78953170776367],[59.02912902832031],[58.92770767211914]
2477,[56.762359619140625],[57.01563262939453],[58.94301986694336],[56.61225509643555],[57.864688873291016],[58.81611251831055]
2478,[56.762359619140625],[55.866397857666016],[58.94301986694336],[56.65449523925781],[57.90839385986328],[58.81611251831055]
2479,[56.762359619140625],[55.893489837646484],[58.94301986694336],[56.728843688964844],[57.97058868408203],[58.81611251831055]
2480,[55.617061614990234],[55.96675109863281],[58.94301986694336],[55.641761779785156],[58.04776382446289],[58.81611251831055]
2481,[55.680702209472656],[56.03289031982422],[58.94301986694336],[55.68583679199219],[58.04776382446289],[58.81611251831055]
2482,[55.72998809814453],[54.88637161254883],[58.94301986694336],[55.759010314941406],[58.04776382446289],[58.81611251831055]
2483,[55.764041900634766],[54.91498947143555],[57.798072814941406],[55.84636688232422],[58.04776382446289],[57.546146392822266]
2484,[55.764041900634766],[54.9864616394043],[57.81987380981445],[55.84636688232422],[56.88279342651367],[57.644386291503906]
2485,[54.615665435791016],[55.05068588256836],[58.996063232421875],[54.67203140258789],[56.926753997802734],[58.99113082885742]
2486,[54.68204116821289],[53.906497955322266],[59.088836669921875],[54.71800231933594],[56.98934555053711],[59.00875473022461]
2487,[54.730918884277344],[53.93693923950195],[59.061058044433594],[54.79009246826172],[57.06711196899414],[58.92770767211914]
2488,[54.76641845703125],[54.006649017333984],[58.94301986694336],[54.876277923583984],[57.06711196899414],[58.81611251831055]
2489,[54.76641845703125],[54.06905746459961],[57.798072814941406],[54.876277923583984],[55.90138244628906],[57.546146392822266]
2490,[53.61459732055664],[54.06905746459961],[57.81987380981445],[54.876277923583984],[55.945716857910156],[57.644386291503906]
2491,[53.68336486816406],[54.06905746459961],[57.84362030029297],[54.876277923583984],[54.8326416015625],[57.7278938293457]
2492,[53.732730865478516],[54.06905746459961],[57.962589263916016],[54.876277923583984],[56.11594772338867],[57.838138580322266]
2493,[53.76897430419922],[52.92680740356445],[57.962589263916016],[56.06079864501953],[54.98869705200195],[57.838138580322266]
2494,[53.76897048950195],[52.95939254760742],[56.818641662597656],[56.01610565185547],[55.046844482421875],[56.57024002075195]
2495,[53.76897048950195],[53.027381896972656],[57.98967742919922],[55.93638229370117],[55.02885818481445],[57.933223724365234]
2496,[53.76897430419922],[53.08803939819336],[56.84197998046875],[55.84636688232422],[55.1079216003418],[56.655677795410156]
2497,[53.76897430419922],[53.08803939819336],[56.955833435058594],[55.84636688232422],[56.235652923583984],[56.77812576293945]
2498,[53.76897430419922],[54.211875915527344],[56.86442947387695],[55.84636688232422],[56.217586517333984],[56.75065231323242]
2499,[53.76897430419922],[54.20136642456055],[56.98199462890625],[55.84636688232422],[56.16374588012695],[56.85995101928711]
2500,[52.6131477355957],[54.128662109375],[56.98199462890625],[57.03258514404297],[56.0871696472168],[56.85995101928711]
2501,[52.685386657714844],[54.06905746459961],[56.98199462890625],[56.989952087402344],[56.0871696472168],[56.85995101928711]
2502,[52.7357063293457],[55.194820404052734],[56.98199462890625],[56.90876007080078],[56.0871696472168],[56.85995101928711]
2503,[52.772621154785156],[55.186214447021484],[56.98199462890625],[56.81745147705078],[56.0871696472168],[56.85995101928711]
2504,[52.772621154785156],[55.1120491027832],[56.98199462890625],[56.81745147705078],[54.920440673828125],[55.5941047668457]
2505,[51.61274337768555],[55.05068588256836],[56.98199462890625],[56.81745147705078],[54.96528244018555],[56.95415115356445]
2506,[51.68855285644531],[55.05068588256836],[55.83882141113281],[55.641761779785156],[55.028865814208984],[55.678916931152344]
2507,[51.73978805541992],[55.05068588256836],[55.86127471923828],[55.68583679199219],[55.1079216003418],[55.800636291503906]
2508,[51.77730941772461],[55.05068588256836],[55.88499450683594],[55.759010314941406],[55.1079216003418],[55.773223876953125]
2509,[51.77730941772461],[53.906497955322266],[56.00120544433594],[55.84636688232422],[53.93994903564453],[55.88161087036133]
2510,[50.61335372924805],[53.93693923950195],[56.00120544433594],[54.67203140258789],[53.985443115234375],[55.88161087036133]
2511,[50.69283676147461],[54.006649017333984],[54.85857391357422],[54.71800231933594],[54.049583435058594],[54.61777114868164]
2512,[47.12105941772461],[52.92680740356445],[52.627532958984375],[52.4687385559082],[51.7568244934082],[52.174442291259766]
2513,[46.29460144042969],[52.95937728881836],[52.6818733215332],[51.480735778808594],[51.87214279174805],[52.467926025390625]
2514,[45.40026092529297],[51.88251495361328],[51.69721221923828],[51.6643180847168],[52.0105094909668],[51.47176742553711]
2515,[44.48396682739258],[51.982337951660156],[51.94004821777344],[51.888511657714844],[52.17426681518555],[51.78378677368164]
2516,[44.702884674072266],[52.04865646362305],[51.96387481689453],[51.97188949584961],[52.17426681518555],[50.602909088134766]
2517,[44.79655838012695],[52.10765075683594],[52.07516098022461],[51.97188949584961],[51.00107955932617],[50.806724548339844]
2518,[47.11826705932617],[52.10765075683594],[52.07516098022461],[51.97188949584961],[51.04933547973633],[50.88456726074219]
2519,[46.9961051940918],[52.10765075683594],[52.07516098022461],[51.97188949584961],[51.1154670715332],[50.98857498168945]
2520,[46.900821685791016],[52.10765075683594],[52.07516098022461],[51.97188949584961],[51.19765090942383],[50.98857498168945]
